下的關鍵字,時間,網址,新聞標題,內容
新冠肺炎,2020-07-27 10:30:00,https://news.cnyes.com/news/id/4508892,日央行7月會議主要意見 多數認為2022年度也難回到疫情前水準,日本央行 (Bank of Japan) 於週一 (27 日) 早上，公布本月 14、15 日兩天金融政策決定會議中，政策委員們的主要意見。有多數認為，日本經濟在 2022 年度 (2023 年 3 月底止) 也難以恢復到疫情前水準。根據日本央行週一 (27 日) 早上所公布 7 月利率會議之主要意見，有政策委員認為目前日本央行針對新冠肺炎 (COVID-19) 疫情所實施的因應措施，讓「金融資本市場及企業金融維持安定，正有效的因應疫情。」認為當前要看清現行的政策效果才是恰當作法。日本央行在 7 月的利率會議當中，決定維持當前的超寬鬆貨幣政策，基準利率於 - 0.1% 不變、維持 0% 的 10 年期公債殖利率曲線定錨目標不變。企業金融的支援政策也同樣維持先前決定。在同時也公布「經濟、物價情勢展望」，認為日本國內景氣現狀處於「極為嚴苛的狀態。」有關日本國內經濟，有政策委員認為「當前正轉向恢復」，卻也提到「以外需為主的先行方面，充滿了不確定性，恢復步調和緩。」也由於日本國內經濟要從疫情中重新站起，在經濟的構造變化過程需要時間，有意見認為日本國內經濟「在 2022 年度也難以回到疫情前水準。」日本央行揭示 2% 的「物價安定目標」，在動量方面有政策委員認為「由於景氣回復的步調緩慢，展望期間的物價很難朝著 2% 目標重新取回動量。」不過在先行方面，有多數委員認為將持續的「逐漸提高上揚率。」另有委員提到「以中期觀點來看，關於金融政策對企業經營所造成的影響，必須慎重審視。」還有「與疫情共存時代的金融政策該有的姿態方面，有必要進行深入檢討。」要求在政策效果及影響途徑進行檢討、驗證
新冠肺炎,2020-07-27 09:05:00,https://news.cnyes.com/news/id/4508874,新冠肺炎疫情更新：暑假旺季 法、西憂第二波疫情爆發,週一 (27 日) 中國國家衛生健康委員會公佈，7 月 26 日中國新增確診病例 61 例，其中本土病例 57 例 (新疆 41 例)，無新增死亡病例。截至 7 月 26 日止，累計死亡病例 4634 例，累計確診病例 83891 例。疫情相關消息1、WHO 每日疫情報告：7 月 26 日，全球新增新冠肺炎 (COVID-19) 病例數較前一日增加 20 萬 0625 例，累計達 1578 萬 5641 例；死亡病例比前一日增 4823 例，累計達 64 萬 0016 例。2、法國疫情恐現第二波爆發，過去一周新增確診人數共 3589 人，比前一周成長增加 27%。法國在宣布來自美國等 16 個高風險國家旅客入境時必須出示 72 小時內的病毒檢測陰性證明後，法國衛生部長表示，不排除再度關閉酒吧等場所的可能性，也特別呼籲法國年輕人要遵守防疫措施。目前法國新冠肺炎新增感染數與解封前相當。3、新冠疫情在西班牙仍然嚴峻，感染人數近日來不斷增加。根據西班牙衛生部的數據顯示，過去 7 天西班牙單日確診病例數成長 3 倍。以加泰隆尼亞的新增感染情況最嚴重，部份醫療保健中心漸漸飽和，若找不到解決方案，預估在夏季中旬西班牙新冠肺炎可能出現第二波爆發。全球主要地區新增疫
新冠肺炎,2020-07-26 12:05:00,https://news.cnyes.com/news/id/4508852,台股高檔震盪 三大市場雜音恐拖累指數修正,資金行情助陣下，台股持續高檔震盪，但投信提醒，台股目前包括本益比與股價淨值比偏高，國際疫情尚未趨緩、政經變數多，籌碼面持續多空交戰，短線操作須留意高檔回測風險。台股上周一度衝破 12500 點，但不敵獲利了結賣壓終場回測逾百點，收在 12304.04 點，成交量放大至 2645.47 億元，法人認為，短線雖有資金挹注支撐指數高檔支撐，但隨著半年報財報公布揭露高峰期到來，短線恐難逃震盪整理。富蘭克林華美第一富基金經理人周書玄表示，台股受國際盤面消息變化帶動，加上近期 8 月財報公布的消息面干擾，讓指數持續處於高檔震盪；但市場對 5G 手機、消費性電子股的期待仍推升股價表現，在電子族群力撐下指數欲跌不易。安聯台灣科技基金經理人廖哲宏指出，受到近期美中貿易衝突升溫雜音干擾，讓短線獲利了結賣壓陸續出籠，而波段漲幅較大的相關族群成為調節對象，但整體而言，在資金健康輪動下，加上相關產業的正向展望並未因此而改變，對於台股後市仍持正向看法。廖哲宏表示，在資金豐沛以及科技相關題材推升下，台股持續盤堅向上，加上美國重要科技大廠傳出生產計劃可能延遲等的相關雜音，市場預期台股可望受惠的樂觀預期，進一步帶動台股向上。周書玄進一步指出，受新冠疫肺炎情影響，拖累歐美經濟第 2 季表現不佳，但台灣產業卻意外受惠，其中科技類股包括被遞延的 5G 新手機雖推遲上市，但包括: 基地台設備、電源供應器、晶片與伺服器等零組件需求，台灣廠商的技術可與世界大廠產品接軌，訂單自然漸移轉至台灣。此外，醫療類股因全球新冠疫情造成各國持續囤積防疫物資，如: 防護衣、口罩、醫療設備與器材等需求不減，預估下半年訂單仍將延續。廖哲宏則認為，在除權息旺季效應下，看好殖利率相對穩定的個股的表，iPhone 新機效應也將啟動新一代產品的拉貨動作，預期下半年市場資金主軸仍將持續關注科技類股表現。但法人也提醒，因全球政府救經濟、擴大貨幣寬鬆，加上美國擴大 QE 搶救經濟表現，資金行情仍將持續，但目前本益比來到 20 倍左右，股價淨值比也來到 1.93 倍高點，後市須留意漲多拉回風險
新冠肺炎,2020-07-26 11:35:00,https://news.cnyes.com/news/id/4508853,跟進星巴克、沃爾瑪 全美麥當勞8月起戴口罩才能進入,美國新冠肺炎疫情不斷升溫，連總統川普都一改態度呼籲「戴口罩才愛國」，速食連鎖巨擘麥當勞也宣布，8 月 1 日起消費者進入餐廳須配戴口罩，預計有 1.4 萬間店門市執行規定。美國麥當勞強調，若顧客堅持不戴口罩，因被拒絕服務而提出訴訟，公司會根據法律，採取額外程序。根據服務業雇員國際工會對 4，187 名麥當勞員工調查發現，44% 的員工在提醒顧客戴上口罩時，受到口頭辱罵或毆打。此外，為確保員工能「友好、積極」實施防疫新措施，美國麥當勞將加強員工訓練，同時將在餐廳增設保護隔板，增加取餐和座位空間，以及人力部署，也會在入口處提供口罩給沒有攜帶的客人。美國麥當勞也宣布，內用服務將再延後 30 天開放。其他大型餐飲、零售商也陸續祭出防疫新措施，例如沃爾瑪、星巴克和 Kroger 等，都要求顧客進門市必須配戴口罩。星巴克甚至建議員工，若遇到不願配合的消費者，可以和對方表示，只要願意戴上口罩，下次就能享有免費飲料。根據約翰霍普金斯大學的統計數字，美國確診病例已超過 415 萬例，14.6 萬人死亡，單日確診和住院病患的人數也都持續快速成長，因此國內多達 150 位醫護人員和專家連署請願，向政府要求二度封城
新冠肺炎,2020-07-26 11:30:00,https://news.cnyes.com/news/id/4508817,新冠將帶動流感疫苗需求增加 疫苗廠擴大供應量添成長動能,新冠肺炎疫情肆虐，儘管台灣目前控制得宜，但業界認為，年底前恐掀起第二波疫情，加上秋冬季節是流感高峰，病毒交互傳播下，不排除未來會進入大流行，預期民眾今年施打流感疫苗需求量增加，疫苗廠也擴大提供自費四價流感疫苗，總供應量較往年多出 1 倍，台廠營運具想像空間。四價流感疫苗可分公費與自費，其中公費疫苗方面，政府總採購量約 600 萬劑，首波可施打公費疫苗的民眾，包括 6 個月以上的幼兒、60 歲以上成人及特定機構人員，施打時間會分階段進行。自費疫苗方面，無法施打公費的民眾，將會轉往購買自費疫苗，加上今年新冠肺炎疫情延燒，施打數量可望多於往年，疫苗廠供應量從往年 20-30 萬劑，增加至 40-50 萬劑。衛福部核准上市疫苗共有 4 家，分別為賽諾菲、葛蘭素史克、國光生 (4142-TW) 及東洋 (4105-TW)，其中，賽諾菲、葛蘭素史克為國際製造商。東洋則首次搶進自費市場，並代理國際藥廠疫苗在台銷售，該疫苗是透過懸浮式 MDCK 細胞培養技術進行開發，與其他業者利用雞蛋胚培養的流感疫苗相比，可降低病毒變異的狀況，不過成本、售價也較高。另外，東洋睽違 2 年重拾拓展公費疫苗市場，法人預期，在公費、自費雙軌並進下，東洋今年疫苗營收比重，可望提升至 5%、近 2 億元營收。國光生預期，今年自費施打流感疫苗人數將超越去年，目前已生產約 2 個月需求量，預計 9 月底開始出貨，第 4 季初可全面出貨完畢，營運將明顯成長。法人估，國光生光公費疫苗生產近 390 萬劑，約挹注逾 9 億元營收，在提供公費及自費市場下，今年營運有機會虧轉盈
新冠肺炎,2020-07-25 14:10:00,https://news.cnyes.com/news/id/4508712,〈工業技術與資訊〉掌握新常態市場契機,突如其來的新冠肺炎，如颶風般肆虐全球，留下了不可逆的改變。當疫情過後、邊境解封，全球局勢重新洗牌，挑戰與機會一同迎面而來。在後疫情時代，政經情勢將如何轉變？臺灣又該如何把握轉型升級的機會？延燒全球的新冠肺炎，成了 2020 年最大的黑天鵝。截至 7 月 7 日止，全球確診病例超過 1，100 萬，超過 50 萬人死亡，影響深遠宛如第三次世界大戰。知名媒體如 CNN、Forbes 和哈佛商業評論，不約而同都以「新常態」（New Normal）這個字眼，形容疫情過後的世界──因為即便生活回歸常軌，但也不再和以前相同，而是新的「正常生活」。未來後疫情時代，全球趨勢將如何發展？工研院院長劉文雄以政治（Political）、經濟（Economic）、社會（Social）和科技（Technological）四大面向的 PEST 模型，分析疫後發展。政治方面，中國武漢最早爆發疫情，加上後續不透明的處理方式，進一步激化全球反中情緒，達 1989 年天安門事件後最高，在反中之外，疫情連帶也讓各國的國安意識抬頭。經濟方面，受到疫情社交隔離的影響，未來「1.5 公尺經濟」將崛起，「廣義來看，其實就是『數位化經濟』，」劉文雄說，未來這種虛擬經濟的發展將愈加快速，工研院預計 2030 年時，數位經濟將占臺灣 GDP 比重近 40%，「現在可能不用到 2030 年，數位經濟來臨會更早，比重還會更高。」社會方面，新冠肺炎讓人類進一步反思，人類的行為是否侵犯了大自然？人類不斷擴張生存空間，原先以野生動物為宿主的病毒，進入人類體內。劉文雄認為，擴大來看，破壞環境永續、造成地球暖化，同樣也是侵犯大自然的行為，疫情過後，與自然和諧共存的永續意識也將大為提升。科技方面，以前產業發展目標是「全球化」，世界就是地球村。但當受到外力影響，原料、生產斷鏈時，許多工廠停工、產業受創，各國紛紛思考要把產線移回境內，「即使未來還是全球化發展，但要如何從中平衡成本與風險，就關係著全球化的重新定義。」綜合以上四大面向，劉文雄認為，未來在後疫情時代，世界將受 3 個新常態所牽動：「1.5 公尺經濟」這個名詞源自荷蘭總理馬克．魯特（Mark Rutte），他曾說：「短期內，我看不到疫情消退後，社會將恢復正常的訊號，1.5 公尺將是社會的新常態。」就算疫情趨緩，但在疫苗出現之前，保持社交距離將催化 1.5 公尺經濟的加速發展，其中包括網路電商、遠距工作、遠距醫療、數位金融及線上學習等遠距化、雲端化、無人化等數位經濟應用。根據研究顯示，遠端醫療、學習、工作、外送等四大遠距服務產業，5 年內產值將成長 80%，估計達新臺幣 16 兆元。工研院產業科技國際研究所也在疫情發生後，修正數位經濟比重，估計至 2030 年將占到 GPD 的 60%。劉文雄認為，過去臺灣以製造為導向，擁有靈活彈性的特質，加上完整的資通訊供應鏈，將是未來發展雲端化、遠距化、無人化的一大利基。工研院產業科技國際研究所所長蘇孟宗也提出，「0 接觸經濟、0 距離創新」概念說明，若能善用數位科技，以人的核心需求出發，將可進一步協助產業趁此機會轉型升級。例如數位化、互動化的居家復健治療模組與服務，將改變傳統復健治療模式，解決復健人力不足、無法親臨醫院或門診時間限制等問題。又或是從人工作業，改為機器人、AI 作業，以機器人執行送餐、送藥、送貨、量體溫與清掃消毒，盡可能減少近距離接觸，降低人員感染風險，也能減少作業成本。這次疫情也開始讓全世界反思人類活動與自然間的平衡，聯合國環境署執行主任安德森（Inger Andersen）表示，「人類活動對環境造成太大壓力，不照顧地球等於不照顧我們自己，雖然優先任務是要保護大家免受新冠病毒危害，但長期因應必須處理物種棲息地，以及生物多樣性減少的問題。」劉文雄指出，新冠病毒的來源，指向可能是人類過度侵犯大自然的結果。人類入侵其他物種的棲息地，獵取野生動物食用，以致野生動物身上的常駐病毒和細菌侵入到沒有抗體的人類身上；而全球頻繁的經貿交流與旅行，更讓病毒藉著全球 78 億人口大量擴散，「當我們渴望恢復正常生活時，新冠肺炎同樣提醒著我們所忽略的自然平衡，想想整個體系崩潰是多麼可怕的事。」即使目前疫情趨緩，全球仍存在日益嚴重的氣候危機，「比起任何疾病大流行，這需要更長的時間來消弭。」聯合國警告，人類能阻止全球暖化失控的時間只到 2030 年，如果這 10 年間無法讓碳排放達到減降標準，整個地球氣候系統將會開始失控，數以千計的物種無法忍受如此高溫，「如果地球無法欣欣向榮，我們的經濟成長也不可能生生不息。」劉文雄認為，這次疫情翻轉人類對大自然予取予求的思維，未來應該善用科技與自然和諧共存，「以循環資源，取代不斷開發；運用科技，讓經濟成長與大自然取得平衡，發展永續未來。」同時，產學研也應長期投入防疫、防災的韌性科技，打造「韌性家園」，才能因應未來的不確定性。這次疫情也凸顯出全球化的問題。劉文雄表示，過去在全球化趨勢下，不少國家都把製造委外，但到了疫情爆發時，不僅醫療防疫和民生物資全都受制於人，全球航運、物流重創之際，供應鏈過度集中也導致生產斷鏈，成本大幅攀升。過去中國大陸占全球供應鏈比重高達 20%，這次的斷鏈危機，升高了各國分散供應鏈的風險意識，積極開拓不同生產基地。像是日本政府就特別編列 2，435 億日圓，協助企業將生產線搬回日本國內或布局其他地區，這些舉動都呼應了美國川普政府對於「邊境控管」、「供應鏈掌控」以及「中國非值得信賴夥伴」的主張。由此來看，劉文雄點出，新冠疫情其實將加速全球化的轉變而非衰退，「全球化重點將從成本降低改為風險降低。」疫情過後，不僅國際企業會加速異地生產的布局，各國也將強化關鍵零組件、防疫相關產品等國安相關產業鏈在母國生產的備援能量，「即時供貨（JIT）生產模式將被重新檢討，以強化韌性（Resilience）製造生態系為重點，」劉文雄說。美國智庫外交研究所歐亞大陸計畫主任米勒（Chris Miller）指出，「如果說製造業所生產的產品，是全球化的末代引擎，那麼資訊就是新時代的驅動力。」也就是說，新冠肺炎將使高價值的資料處理，取代供應鏈成為經濟交流的關鍵，像是透過視訊軟體就可直接進行會議連線，讓跨國生意順利進行。「未來全球化也將走向數位全球化（Digital Globalization），」劉文雄說。根據麥肯錫全球研究院（McKinsey Global Institute）一項關於全球 GDP 的報告指出，資料流（Data Flow）的金額已高達 2.8 兆美元，其所帶來的經濟影響力，在全球貿易上已遠超過實質商品。為了呼應疫情過後供應鏈移轉及韌性強化、資訊成為新時代驅動力等轉變，劉文雄對臺灣企業提出兩大策略建言。首先是輔導企業數位轉型，因應未來斷鏈或急單風險。不管是肺炎疫情或中美貿易戰，都反映企業亟需數位化提升競爭力，「尤其擁有跨國據點的臺灣企業，在多層供應鏈的風險管理上，更需要建立多方供需的數位平台。」未來工研院也將協助產業引入人工智慧技術，運用數位科技來預判警示、偵測錯誤、降低風險等，以兼顧製造生態系的效率與韌性。其二則是輔導企業以「總部經濟」思維布局全球。劉文雄建議，未來臺灣企業的總部將定位營運調度、分析決策和風險控管等角色，讓品牌、設計、研發、智財、數據、商模等核心活動根留臺灣；海外生產或銷售據點，則應融入各區域的應用服務生態系，運用海外場域淬煉出「適地化」的解決方案。儘管新冠疫情撼動全球，但危機就是轉機，當新的行為、價值和服務方式出現時，誰能最快適應局勢變化，拿到競爭入場的門票，誰就能在未來的全新世界中脫穎而出。轉載自《工業技術與資訊》月刊第 342 期 2020 年 7 月號，未經授權不得轉載
新冠肺炎,2020-07-25 08:26:00,https://news.cnyes.com/news/id/4508787,Moderna輸掉疫苗專利案 股價一路下滑,新冠肺炎疫苗將在下周進入第三階段臨床試驗的美國生技公司 Moderna(MRNA-US) ，周五 (24 日) 在與加拿大藥廠 Arbutus 的疫苗專利官司中落敗，幾乎掩蓋了疫苗潛在進展的好消息。Moderna 股價連兩日挫跌。Moderna 周五收盤下跌 2.81% 至每股 73.21 美元，盤中跌幅一度深達 5%，不過仍較周四收盤暴跌 9.5% 和緩。 Arbutus 股價周五收在 4.96 美元，暴跌 20%。Moderna 於 2019 年 1 月向 Arbutus 提起訴訟，主張對方使用脂質奈米粒 (LNP) 遞送系統以傳輸 RNA 到患者細胞的技術沒有專利權。這種脂質奈米微粒是 Moderna 和其他傳輸 RNA 專家用在許多藥物中的分子，包括 Moderna 的試驗新冠疫苗 mRNA-1273。在週四的判決中，美國專利審查暨訴願委員會 (PTAB) 認為 Arbutus 可用於開發疫苗相關技術的專利依然有效。SVB Leerink 分析師 Mani Foroohar 說：「這場法律糾紛一直備受投資人關注，因此在專利案中失利，對 Moderna 公司的來說可能是一項重大轉折。」Mani Foroohar 將 Moderna 評為與「大盤持平 (Market Perform)」，他表示，投資人會繼續爭論 Arbutus 是否會對 Moderna 侵權索賠。Moderna 公司發言人則表示，PTAB 委員會的決定「是錯誤的」，並表示不排除進一步申訴。隨後 Moderna 表示，由於公司已經投資研發專有的 LNP 輸送技術，將繼續為患者研發新藥物，這一裁決並不妨礙任何產品商業化進展，包括 mRNA-1273 疫苗的計劃。Moderna 在週五下午發表第二份聲明，表示該公司早在開始研發 Covid-19 疫苗之前，就已經對 Arbutus 提起訴訟，並表示訴訟當時涉及的技術已經過時。Moderna 在聲明中提到，Moderna 開發專有 LNP 配方技術和製程的時間，已經遠遠超過 Arbutus 專利中這些傳統的技術。「我們用於生產 mRNA-1273 的專有 LNP 改良技術已經不在 Arbutus 專利範圍內。」今年以來，Moderna 股價累計上漲 285%。該公司計劃在周一展開 Covid-19 疫苗的第三階段試驗
新冠肺炎,2020-07-25 06:07:00,https://news.cnyes.com/news/id/4508769,〈美股盤後〉美股盡墨！英特爾暴跌逾16% AMD飛漲逾16%,"週五 (24 日) 由於新冠疫情持續、英特爾等財報疲軟、新一輪刺激法案進展緩慢，以及地緣政治的不確定性，黃金首度突破每盎司 1900 美元、5 年期美債殖利率創歷史新低，美股遭逢華爾街廣泛性地拋售。外媒傳出，川普即將發布處方藥價行政命令，促使醫療保健類股下滑，英特爾領科技股陷入血海，週五美股四大指數集體收黑，道瓊下跌近 200 點。道瓊本週跌幅達 0.8%、標普週跌 0.3%、那指週跌 1.3%，為自 5 月以來首次週連跌。美中衝突越演越烈，繼美國要求中國駐休士頓領事館撤離後，中國政府週五宣布關閉美駐成都領事館。參議院多數 (共和) 黨領袖麥康奈爾週四推遲該黨版 1 兆美元刺激方案，主因是川普政府要求審查詳細細節。全球新冠肺炎 (COVID-19) 疫情持續蔓延，截稿前，據美國約翰霍普金斯大學 (Johns Hopkins University) 即時統計，全球確診數已飆破 1，562 萬例，死亡數突破 63.5 萬例。
美國迄今累計確診數超過 407 萬，死亡人數超過 14.4 萬，美公衛權威福奇 (Anthony Fauci) 稱，新冠疫苗可能要等到明年多月後才能廣泛投入市場。週五 (24 日) 美股四大指數表現：科技五大巨擎僅亞馬遜獨強。亞馬遜 (AMZN-US) 上漲 0.75%；蘋果 (AAPL-US) 下跌 0.25%；臉書 (FB-US) 下跌 0.81%；Alphabet (GOOGL-US) 下跌 0.56%；微軟 (MSFT-US) 下跌 0.62%。道瓊 30 檔成分股以英特爾領跌。思科 (CSCO-US) 下跌 2.13%；輝瑞 (PFE-US) 下跌 1.93%；雷神技術 (RTX-US) 下跌 1.65%；波音 (BA-US) 下跌 1.52%；埃克森美孚 (XOM-US) 下跌 0.60%。費半成分股盡墨。AMD (AMD-US) 大漲 16.50%；美光 (MU-US) 下跌 4.98%；英特爾 (INTC-US) 下跌 16.24%；高通 (QCOM-US) 下跌 0.87%；NVIDIA (NVDA-US) 上漲 0.64%。台股 ADR 漲跌互見。聯電 ADR (UMC-US) 下跌 0.89%；台積電 ADR (TSM-US) 上漲 9.69%；日月光 ADR (ASX-US) 下跌 0.64%；中華電信 ADR (CHT-US) 上漲 0.19%。焦點財報、個股消息美國電信龍頭威訊 (VZ-US) 上漲 1.72%。該公司週五公布 2020 財年第二季財報，由於居家隔離措施促使遠端辦公及線上學習的需求大增，帶動威訊電話及網路服務業績大幅增長，營收及獲利雙雙優於市場預期美國運通 (AXP-US) 下跌 1.39%。該公司週五盤前公布 2020 財年第二季財報，疫情引發失業潮，為降低呆帳風險，美國運通於 Q2 提列了 6.28 億美元的備抵呆帳，導致獲利大幅下跌 85%。英特爾 (INTC-US) 暴跌 16.24% 至每股 50.59 美元。該公司週四公布第二季獲利優於預期，但毛利率下降至 11 年最低點，並宣布原定 2021 年底上市的 7 奈米晶片推遲約半年。AMD 週三甫發表全球首款內建顯示核心的 7 奈米製程 x86 桌上型處理器，華爾街多家分析師皆認為 AMD 從英特爾的困境中獲益最大。AMD 週五股價暴漲 16.50% 至每股 69.40 美元，創下 18 個月來最大單日漲幅，收盤價高於英特爾。高盛 (GS-US) 下跌 0.76%。該公司和馬來西亞政府週五 (24 日) 表示，雙方已就馬來西亞主權財富基金 (1MDB) 一案達成 39 億美元的和解協議，星國將撤銷所有針對高盛的刑事訴訟和監管程序。蘋果再遭投行看空，週五其股價微跌至 370.46 美元。Wolfe Research 分析師 Jeff Kvaal 認為蘋果基本面無法支撐近期漲勢、預期 5G 超級週期不會出現，將其評級設為「跑輸大盤」。華爾街分析Brewin Dolphin 投資主管 Janet Mu 受訪時稱：「我們不會感到意外市場出現一些拋售，因為投資者正將注意力重新轉向地緣政治的緊張局勢。」LPL Financial 高級市場策略師 Ryan Detrick 表示：「在昨日科技股和成長型股大跌後，週末前市場走勢緊張。那指和科技股在過去兩個月的表現令人難以置信，但在我們看來，一次理所應當的盤整極具意義。」Detrick 解釋：「鑒於 7 月迄今的漲勢，在蘋果、亞馬遜等財報公布前、Fed 的決定，以及可能是我們此生最糟糕的國內生產總值 (GDP) 前，華爾街出現焦慮是有意義的。」SunTrust Advisory Services 首席市場策略師 Keith Lerner 說：「那指估值比其長期價格趨勢高出 22%，但相比之下，2000 年網路泡沫時期估值比趨勢價格高出 280%。」Keith Lerner 稱，絕對估值有所上升，但還不到當時水準的一半，小部分股票影響力不斷上升，對整個市場是一種風險，儘管這些公司也貢獻越多的現金流與利潤。"
新冠肺炎,2020-07-24 22:31:00,https://news.cnyes.com/news/id/4508753,美國7月製造業PMI重回擴張 同服務業PMI創半年新高,IHS Markit 週五 (24 日) 公布 7 月美國採購經理人指數 (PMI) 初值，美國私營企業商業活動在第三季趨於穩定，製造業重回擴張區間，服務業則升至接近 50 景氣分水線，雙雙創下半年新高。7 月美國製造業 PMI 自上月的 49.6 升破 50 景氣分水線，Markit 報告指出，產出和新訂單為 5 個月以來首度出現回升，帶動整體產業增長。儘管 7 月商業活動減幅相對緩和，根據 Markit 報告，由於全美各地疫情復甦，導致需求承壓，7 月服務業新訂單量下滑速度有所提升，服務業 PMI 則小幅升至 49.6。IHS Markit 首席經濟學家 Chris Williamson 表示，雖然 7 月商業活動回穩屬好消息，讓人失望的地方在於增長仍缺乏動能，此外，為了防範疫情，企業的防疫成本正以 7 年來最快速度飆增。在就業方面，Williamson 進一步表示，雖然近期裁員行動已結束，鑒於當前訂單增速依舊疲軟，企業仍對僱用員工抱持較謹慎態度
新冠肺炎,2020-07-24 21:47:00,https://news.cnyes.com/news/id/4508741,〈美股早盤〉科技股拖累美股早盤小跌！金價攻破1900美元、台積電ADR大漲逾10%,美股主要科技大廠股價於週四 (23 日) 表現疲軟，拖累整體大盤指數走低，週五 (24 日) 開盤科技類股持續下跌，微軟 (MSFT-US)、亞馬遜 (AMZN-US) 及蘋果 (AAPL-US) 等公司股價分別下跌 1.50%、2.06%、及 2.59%，英特爾由於 Q2 財報表現不佳，開盤下跌 14.32%，那斯達克下跌 151.42 點。此外，美國疫情仍不見好轉跡象，而近日來美中衝突升溫，可能會再度打擊已經受疫情摧殘的美國經濟，更可能危及美國與中國好不容易簽訂的貿易協議。受到各項利空因素的影響，美股於週五 (24 日) 延續昨日的跌勢，道瓊指數於開盤下跌超過 100 點。台積電 ADR 上漲 10.36%。在美國總統川普反覆呼籲學校秋季開放之後，全美各地正評估是否讓孩童重返校園，美國疾病預防控制中心 (CDC) 週四 (23 日) 發布重新開放學校的指南，並表示兒童不容易受到新冠病毒的侵害。中國外交部表示，7 月 21 日，美方單方面挑起事端，突然要求中方關閉駐休士頓總領事館，嚴重破壞中美關係，因此，外交部週五 (24 日) 通知美國駐華使館，中方決定撤銷對美國駐成都總領事館的設立和運行許可，並對該總領事館停止一切業務和活動提出具體要求。美國總統川普週四 (23 日) 再次控訴中國傳播 COVID-19 病毒，導致經濟崩盤，更直呼美中貿易協議對他而言意義不大。美國運通早盤下跌 1.71%，達 95.02 美元。信用卡發行商美國運通於週五 (24 日) 美股盤前公布 2020 財年第二季財報，由於新冠疫情引發美國大規模的失業潮，為了降低呆帳風險，美國運通於 Q2 提列了 6.28 億美元的備抵呆帳，導致獲利大幅下跌 85%。美國運通 Q2 扣除利息費用的營收報 76.7 億美元，較去年同期下滑 29.2%，稅後淨利則由去年同期的 17.6 億美元，下滑至 2.57 億美元，每股盈餘由 2.07 美元下降至 0.29 美元。美國運通信用卡客戶於 Q2 的總消費金額，下滑了 34.2% 至 2051 億美元，海外市場及美國國內市場分別下滑 25% 及 18%。威訊早盤上漲 0.68%，達 56.23 美元。美國電信龍頭威訊週五 (24 日) 公布 2020 財年第二季財報，由於居家隔離措施促使遠端辦公及線上學習的需求大增，帶動威訊電話及網路服務業績大幅增長，營收及獲利雙雙優於市場預期。威訊 Q2 營收較去年同期下滑 5.1%，報 304 億美元，但仍高於市場預估值 299.3 億美元，稅後淨利則由去年同期的 39 億美元，上升至 47 億美元，每股盈餘為 1.13 美元，優於去年同期的 0.95 美元。調整後每股盈餘報 1.18 美元，高於市場預估值 1.15 美元。英特爾早盤下跌 14.32%，達 51.76 美元。英特爾週四 (24 日) 公布第二季獲利優於預期，但毛利率下降至 11 年最低點，且公司宣布將推遲下一代晶片的上市時間。英特爾第二季營收較去年同期增長 20%，但較上一季年增率 23% 下降。客戶運算事業群營收年增 7% 至 95 億美元，數據中心事業群營收則是年增 43% 至 71.2 億美元。無Truist/SunTrust Advisory 策略師 Keith Lerner 表示，市場對於另一波科技泡沫化的疑慮逐漸增加，此外，由於目前美股前五大公司的權重佔了 S&P 500 指數的 22%，因此，集中風險也持續上升。Lerner 指出，這些公司的絕對估值呈上升趨勢，但仍低於 1990 年代後期科技泡沫化時期的一半。雖然這些公司對於增加美股的現金流量及獲利有所貢獻，但是，當少部份公司的影響力上升時，對於整體股市而言將會造成風險。週四 (23 日) 所公布的初領失業金人數高於預期，E-Trade 的董事經理 Mike Loewengart 表示，表現不佳的就業數據提醒了投資人，距離新冠疫情結束還有很長一段距離，雖然市場仍在期待新一輪的刺激政策，但經濟重啟速度放緩、以及重新實施的封鎖措施，皆對投資人信心造成衝擊
